task,trajectory_id,state_index,robot,object_1,object_2,object_3,object_4,object_5,object_6,object_7,object_8,object_9,object_10,object_11,object_12,object_13,object_14,object_15,object_16,object_17,object_18,object_19,object_20,actions
"navigate to (x=0.44,y=-1.21,yaw=-1.7)",111,0,"(x=0.76,y=0.51,yaw=-174.6)",,"circle,1,[0.329],(x=-0.02,y=-0.14,yaw=103.2)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.44,y=-1.21,yaw=-1.7)}"
"navigate to (x=-0.10,y=0.94,yaw=51.4)",112,0,"(x=-0.86,y=1.42,yaw=158.0)","circle,1,[0.228],(x=0.70,y=0.22,yaw=160.2)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.10,y=0.94,yaw=51.4)}"
"navigate to (x=0.88,y=1.00,yaw=-101.8)",113,0,"(x=-0.71,y=2.12,yaw=-3.3)","rect,0,[0.659, 0.609],(x=-0.87,y=-0.54,yaw=101.2)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.88,y=1.00,yaw=-101.8)}"
"navigate to (x=-0.14,y=0.82,yaw=148.6)",114,0,"(x=0.31,y=-0.18,yaw=-19.7)",,,,,"rect,0,[0.442, 0.404],(x=-1.12,y=0.98,yaw=15.5)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.14,y=0.82,yaw=148.6)}"
"navigate to (x=0.56,y=1.08,yaw=-130.7)",115,0,"(x=0.63,y=2.06,yaw=-160.1)","rect,1,[0.468, 0.457],(x=0.29,y=0.01,yaw=91.0)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.56,y=1.08,yaw=-130.7)}"
"navigate to (x=0.16,y=-0.55,yaw=-160.7)",116,0,"(x=-0.80,y=0.44,yaw=-68.8)",,,,,"circle,0,[0.32],(x=0.89,y=0.56,yaw=-159.2)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.16,y=-0.55,yaw=-160.7)}"
"navigate to (x=0.55,y=-0.86,yaw=140.7)",117,0,"(x=0.72,y=1.51,yaw=-14.9)",,,"rect,1,[0.459, 0.469],(x=-0.07,y=-1.59,yaw=55.3)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.55,y=-0.86,yaw=140.7)}"
"navigate to (x=0.42,y=-0.44,yaw=122.8)",118,0,"(x=0.72,y=0.53,yaw=13.7)",,,,,"circle,0,[0.236],(x=-0.75,y=0.61,yaw=-57.0)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.42,y=-0.44,yaw=122.8)}"
"navigate to (x=0.44,y=-1.32,yaw=-167.6)",119,0,"(x=0.94,y=1.35,yaw=130.6)",,,,,,"rect,1,[0.476, 0.57],(x=0.60,y=-0.06,yaw=85.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.44,y=-1.32,yaw=-167.6)}"
"navigate to (x=-0.79,y=0.95,yaw=81.1)",120,0,"(x=0.84,y=-0.19,yaw=-43.4)","rect,1,[0.41, 0.463],(x=-0.74,y=-1.41,yaw=-157.4)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.79,y=0.95,yaw=81.1)}"
"navigate to (x=-0.47,y=0.06,yaw=31.0)",121,0,"(x=0.96,y=-1.15,yaw=-99.8)",,,,,,"rect,1,[0.489, 0.556],(x=0.66,y=2.01,yaw=108.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.47,y=0.06,yaw=31.0)}"
"navigate to (x=-0.23,y=-1.42,yaw=-83.6)",122,0,"(x=0.44,y=0.24,yaw=-4.4)",,,,,,"circle,1,[0.249],(x=-0.19,y=1.66,yaw=94.5)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.23,y=-1.42,yaw=-83.6)}"
"navigate to (x=0.97,y=1.56,yaw=12.0)",123,0,"(x=-1.03,y=-2.24,yaw=133.2)",,,"rect,1,[0.402, 0.446],(x=-1.04,y=1.25,yaw=-126.4)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.97,y=1.56,yaw=12.0)}"
"navigate to (x=-0.85,y=0.84,yaw=-131.8)",124,0,"(x=-0.78,y=-0.85,yaw=-2.1)","circle,1,[0.316],(x=0.42,y=1.27,yaw=-85.6)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.85,y=0.84,yaw=-131.8)}"
"navigate to (x=-0.56,y=1.02,yaw=-167.7)",125,0,"(x=0.12,y=-1.17,yaw=-24.0)",,,,,,"circle,1,[0.217],(x=0.36,y=0.70,yaw=-20.5)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.56,y=1.02,yaw=-167.7)}"
"navigate to (x=0.55,y=-2.02,yaw=30.2)",126,0,"(x=0.10,y=2.16,yaw=-153.9)",,"circle,1,[0.31],(x=0.58,y=1.29,yaw=37.5)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.55,y=-2.02,yaw=30.2)}"
"navigate to (x=0.89,y=2.02,yaw=47.0)",127,0,"(x=-0.10,y=-0.05,yaw=30.6)",,"circle,1,[0.236],(x=-0.02,y=1.01,yaw=118.5)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.89,y=2.02,yaw=47.0)}"
"navigate to (x=1.07,y=1.20,yaw=-61.0)",128,0,"(x=0.16,y=-1.99,yaw=70.6)",,"rect,1,[0.426, 0.479],(x=-0.48,y=0.24,yaw=65.1)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.07,y=1.20,yaw=-61.0)}"
"navigate to (x=1.00,y=-0.06,yaw=-160.2)",129,0,"(x=-0.90,y=0.39,yaw=-58.9)",,"circle,0,[0.3],(x=-0.95,y=1.21,yaw=-138.1)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.00,y=-0.06,yaw=-160.2)}"
"navigate to (x=0.22,y=0.58,yaw=60.3)",130,0,"(x=0.71,y=-1.68,yaw=32.8)",,,"rect,0,[0.575, 0.404],(x=-0.82,y=-1.77,yaw=-125.9)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.22,y=0.58,yaw=60.3)}"
"navigate to (x=-0.35,y=-0.92,yaw=65.8)",131,0,"(x=0.72,y=1.76,yaw=-90.4)",,,,,"rect,1,[0.545, 0.526],(x=1.07,y=0.55,yaw=67.1)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.35,y=-0.92,yaw=65.8)}"
"navigate to (x=-0.69,y=-1.42,yaw=-173.5)",132,0,"(x=-0.09,y=1.46,yaw=175.2)",,,,,"rect,1,[0.676, 0.452],(x=-0.70,y=0.57,yaw=158.8)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.69,y=-1.42,yaw=-173.5)}"
"navigate to (x=-0.41,y=1.78,yaw=25.1)",133,0,"(x=-0.49,y=0.43,yaw=7.1)",,,"rect,0,[0.527, 0.68],(x=-0.74,y=-1.13,yaw=-79.0)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.41,y=1.78,yaw=25.1)}"
"navigate to (x=-0.01,y=-1.99,yaw=7.5)",134,0,"(x=-0.81,y=-0.35,yaw=-29.9)",,,,,,"rect,1,[0.438, 0.544],(x=-0.19,y=0.78,yaw=-146.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.01,y=-1.99,yaw=7.5)}"
"navigate to (x=0.66,y=1.04,yaw=-153.1)",135,0,"(x=-0.54,y=1.96,yaw=-53.0)",,,,,,"rect,0,[0.653, 0.629],(x=-0.83,y=-0.42,yaw=-158.9)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.66,y=1.04,yaw=-153.1)}"
"navigate to (x=0.99,y=-0.44,yaw=91.2)",136,0,"(x=-0.60,y=-0.12,yaw=102.9)",,"circle,0,[0.219],(x=0.71,y=0.60,yaw=160.5)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.99,y=-0.44,yaw=91.2)}"
"navigate to (x=-0.37,y=0.39,yaw=72.0)",137,0,"(x=0.33,y=1.52,yaw=142.2)","rect,0,[0.405, 0.645],(x=0.66,y=-1.53,yaw=-50.8)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.37,y=0.39,yaw=72.0)}"
"navigate to (x=-0.69,y=1.92,yaw=65.8)",138,0,"(x=0.87,y=-1.24,yaw=-69.6)",,,,,,"rect,1,[0.632, 0.532],(x=0.05,y=0.64,yaw=-77.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.69,y=1.92,yaw=65.8)}"
"navigate to (x=-0.20,y=1.58,yaw=160.2)",139,0,"(x=0.64,y=1.26,yaw=164.6)",,,,,"rect,1,[0.493, 0.41],(x=0.18,y=-1.40,yaw=140.5)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.20,y=1.58,yaw=160.2)}"
"navigate to (x=-0.98,y=-1.31,yaw=-125.1)",140,0,"(x=1.01,y=2.20,yaw=-132.5)",,,,,"rect,0,[0.537, 0.559],(x=0.53,y=0.81,yaw=53.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.98,y=-1.31,yaw=-125.1)}"
"navigate to (x=1.01,y=0.44,yaw=-154.7)",141,0,"(x=0.06,y=1.01,yaw=130.0)",,,,,,"rect,1,[0.404, 0.451],(x=0.17,y=-0.98,yaw=-3.2)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.01,y=0.44,yaw=-154.7)}"
"navigate to (x=0.95,y=-1.88,yaw=-49.1)",142,0,"(x=0.70,y=0.12,yaw=17.7)",,,"rect,0,[0.567, 0.479],(x=-0.37,y=1.13,yaw=130.6)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.95,y=-1.88,yaw=-49.1)}"
"navigate to (x=-0.50,y=-0.50,yaw=-158.6)",143,0,"(x=-0.83,y=-1.51,yaw=51.1)",,,,,"circle,1,[0.281],(x=0.42,y=1.65,yaw=-1.7)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.50,y=-0.50,yaw=-158.6)}"
"navigate to (x=0.70,y=2.00,yaw=167.0)",144,0,"(x=0.66,y=-2.13,yaw=-61.3)",,,,,,"circle,0,[0.201],(x=-0.32,y=-1.89,yaw=123.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.70,y=2.00,yaw=167.0)}"
"navigate to (x=-1.05,y=1.55,yaw=-82.7)",145,0,"(x=0.82,y=-1.16,yaw=95.5)",,"rect,1,[0.422, 0.608],(x=0.53,y=0.50,yaw=172.7)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.05,y=1.55,yaw=-82.7)}"
"navigate to (x=-1.06,y=1.82,yaw=5.3)",146,0,"(x=0.17,y=0.03,yaw=91.6)",,,,,,"circle,0,[0.269],(x=-1.07,y=-1.29,yaw=146.9)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.06,y=1.82,yaw=5.3)}"
"navigate to (x=0.96,y=-0.65,yaw=163.7)",147,0,"(x=-0.59,y=-0.84,yaw=58.1)",,,,,"rect,0,[0.465, 0.569],(x=-0.62,y=1.76,yaw=-173.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.96,y=-0.65,yaw=163.7)}"
"navigate to (x=-1.01,y=1.81,yaw=-11.7)",148,0,"(x=0.41,y=0.66,yaw=93.3)",,,,,,"circle,1,[0.221],(x=0.73,y=2.12,yaw=54.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.01,y=1.81,yaw=-11.7)}"
"navigate to (x=-0.37,y=0.26,yaw=70.7)",149,0,"(x=-0.81,y=2.00,yaw=41.0)",,,"circle,1,[0.216],(x=-0.44,y=-2.04,yaw=-137.4)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.37,y=0.26,yaw=70.7)}"
"navigate to (x=-1.06,y=-1.42,yaw=-152.6)",150,0,"(x=-0.68,y=-0.13,yaw=-104.9)",,,,"circle,1,[0.222],(x=-0.80,y=0.74,yaw=-100.8)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.06,y=-1.42,yaw=-152.6)}"
"navigate to (x=0.95,y=-0.07,yaw=-32.8)",151,0,"(x=-0.79,y=1.24,yaw=-29.0)",,,,,,"rect,1,[0.51, 0.646],(x=0.02,y=2.01,yaw=-63.3)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.95,y=-0.07,yaw=-32.8)}"
"navigate to (x=-0.66,y=-0.56,yaw=-138.3)",152,0,"(x=-0.92,y=1.11,yaw=132.4)","circle,0,[0.259],(x=0.09,y=-1.93,yaw=-93.6)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.66,y=-0.56,yaw=-138.3)}"
"navigate to (x=0.44,y=0.75,yaw=131.8)",153,0,"(x=-0.87,y=1.62,yaw=166.7)",,,,,"circle,1,[0.255],(x=0.29,y=-0.50,yaw=111.8)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.44,y=0.75,yaw=131.8)}"
"navigate to (x=-0.14,y=0.33,yaw=55.5)",154,0,"(x=0.41,y=2.16,yaw=40.8)","circle,0,[0.261],(x=-0.15,y=-1.21,yaw=-157.4)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.14,y=0.33,yaw=55.5)}"
"navigate to (x=-0.83,y=0.38,yaw=13.8)",155,0,"(x=0.47,y=1.22,yaw=-119.8)","circle,0,[0.296],(x=0.28,y=0.28,yaw=133.0)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.83,y=0.38,yaw=13.8)}"
"navigate to (x=-0.60,y=0.15,yaw=37.5)",156,0,"(x=0.36,y=1.75,yaw=-119.7)",,,,,"rect,1,[0.519, 0.447],(x=1.09,y=1.05,yaw=56.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.60,y=0.15,yaw=37.5)}"
"navigate to (x=-0.44,y=-0.15,yaw=-166.8)",157,0,"(x=0.70,y=-0.26,yaw=70.5)",,,,,,"circle,1,[0.269],(x=-0.12,y=1.07,yaw=48.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.44,y=-0.15,yaw=-166.8)}"
"navigate to (x=-0.65,y=0.19,yaw=104.3)",158,0,"(x=-0.58,y=-0.70,yaw=-117.5)",,,,,"rect,1,[0.408, 0.582],(x=0.15,y=-1.90,yaw=160.7)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.65,y=0.19,yaw=104.3)}"
"navigate to (x=-0.28,y=-0.55,yaw=-12.0)",159,0,"(x=0.51,y=-1.99,yaw=175.5)",,"rect,1,[0.515, 0.639],(x=-0.59,y=-1.84,yaw=-148.9)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.28,y=-0.55,yaw=-12.0)}"
"navigate to (x=-0.39,y=-1.85,yaw=-180.0)",160,0,"(x=-0.90,y=0.97,yaw=-137.5)",,,"rect,1,[0.434, 0.562],(x=0.13,y=-0.10,yaw=-32.1)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.39,y=-1.85,yaw=-180.0)}"
"navigate to (x=0.18,y=0.62,yaw=1.5)",161,0,"(x=0.92,y=2.14,yaw=-100.4)",,,"circle,1,[0.303],(x=-0.66,y=-1.64,yaw=-89.6)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.18,y=0.62,yaw=1.5)}"
"navigate to (x=-0.09,y=-0.65,yaw=153.4)",162,0,"(x=0.99,y=1.04,yaw=179.0)",,,,,,"circle,1,[0.228],(x=-1.15,y=1.62,yaw=-17.8)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.09,y=-0.65,yaw=153.4)}"
"navigate to (x=-0.79,y=-1.42,yaw=96.9)",163,0,"(x=-0.89,y=1.76,yaw=-176.3)",,,,,,"rect,1,[0.524, 0.675],(x=0.28,y=0.66,yaw=26.0)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.79,y=-1.42,yaw=96.9)}"
"navigate to (x=-0.24,y=1.88,yaw=-17.1)",164,0,"(x=-0.13,y=-0.21,yaw=-98.3)",,,,"rect,1,[0.515, 0.417],(x=0.95,y=-0.43,yaw=137.8)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.24,y=1.88,yaw=-17.1)}"
"navigate to (x=-0.05,y=1.86,yaw=109.0)",165,0,"(x=-0.70,y=-0.27,yaw=-172.6)",,,,"rect,0,[0.634, 0.543],(x=0.37,y=-1.20,yaw=164.7)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.05,y=1.86,yaw=109.0)}"
"navigate to (x=0.76,y=0.10,yaw=-89.3)",166,0,"(x=0.65,y=1.46,yaw=-148.8)",,,,"circle,0,[0.267],(x=0.28,y=-1.10,yaw=174.7)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.76,y=0.10,yaw=-89.3)}"
"navigate to (x=-0.47,y=-0.07,yaw=40.1)",167,0,"(x=0.30,y=-0.39,yaw=-98.2)",,"rect,1,[0.591, 0.697],(x=-0.83,y=1.34,yaw=-165.4)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.47,y=-0.07,yaw=40.1)}"
"navigate to (x=-0.47,y=-0.78,yaw=93.8)",168,0,"(x=-0.28,y=-1.91,yaw=176.7)",,,,,,"rect,0,[0.511, 0.573],(x=-0.17,y=0.99,yaw=-114.3)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.47,y=-0.78,yaw=93.8)}"
"navigate to (x=-0.80,y=-0.23,yaw=106.5)",169,0,"(x=0.98,y=-1.02,yaw=25.4)",,"circle,0,[0.217],(x=-0.06,y=0.95,yaw=87.5)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.80,y=-0.23,yaw=106.5)}"
"navigate to (x=-0.71,y=-0.85,yaw=49.0)",170,0,"(x=0.39,y=-0.24,yaw=1.2)",,,,,"rect,1,[0.593, 0.666],(x=0.44,y=1.25,yaw=-56.6)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.71,y=-0.85,yaw=49.0)}"
"navigate to (x=-0.85,y=1.07,yaw=90.2)",171,0,"(x=0.99,y=0.63,yaw=-26.5)",,"rect,0,[0.405, 0.549],(x=0.03,y=2.05,yaw=95.8)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.85,y=1.07,yaw=90.2)}"
"navigate to (x=0.14,y=-0.86,yaw=68.9)",172,0,"(x=-0.81,y=1.94,yaw=-61.2)",,,"rect,1,[0.614, 0.41],(x=0.04,y=1.69,yaw=-172.2)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.14,y=-0.86,yaw=68.9)}"
"navigate to (x=-0.86,y=0.44,yaw=-45.4)",173,0,"(x=0.32,y=0.76,yaw=-175.7)",,"rect,1,[0.412, 0.445],(x=-0.59,y=-1.04,yaw=-145.9)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.86,y=0.44,yaw=-45.4)}"
"navigate to (x=-0.92,y=-0.18,yaw=-25.7)",174,0,"(x=-0.58,y=0.75,yaw=-177.5)","rect,1,[0.632, 0.638],(x=0.72,y=1.68,yaw=-72.4)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.92,y=-0.18,yaw=-25.7)}"
"navigate to (x=-0.26,y=1.96,yaw=126.2)",175,0,"(x=0.71,y=0.54,yaw=89.6)",,,,"circle,1,[0.249],(x=0.84,y=-0.69,yaw=54.4)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.26,y=1.96,yaw=126.2)}"
"navigate to (x=-0.52,y=-2.06,yaw=91.6)",176,0,"(x=-0.88,y=0.21,yaw=-90.1)",,,,,"rect,1,[0.56, 0.639],(x=-0.25,y=1.62,yaw=-7.1)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.52,y=-2.06,yaw=91.6)}"
"navigate to (x=-0.72,y=0.12,yaw=-105.3)",177,0,"(x=0.02,y=1.98,yaw=-103.5)",,,,"rect,1,[0.582, 0.543],(x=-0.79,y=2.02,yaw=-49.7)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.72,y=0.12,yaw=-105.3)}"
"navigate to (x=1.08,y=-1.14,yaw=-164.1)",178,0,"(x=0.93,y=1.65,yaw=96.8)",,,,"circle,1,[0.332],(x=-0.70,y=-1.46,yaw=6.5)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.08,y=-1.14,yaw=-164.1)}"
"navigate to (x=-0.75,y=1.92,yaw=32.9)",179,0,"(x=1.01,y=1.00,yaw=44.5)",,"rect,0,[0.438, 0.636],(x=-0.46,y=-0.63,yaw=-134.7)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.75,y=1.92,yaw=32.9)}"
"navigate to (x=0.33,y=-1.33,yaw=115.6)",180,0,"(x=-0.49,y=1.93,yaw=65.8)",,,,,,"circle,0,[0.22],(x=0.76,y=-0.31,yaw=-155.5)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.33,y=-1.33,yaw=115.6)}"
"navigate to (x=-0.58,y=0.63,yaw=-126.5)",181,0,"(x=0.56,y=1.85,yaw=-42.3)",,"rect,1,[0.437, 0.548],(x=0.74,y=0.42,yaw=-172.2)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.58,y=0.63,yaw=-126.5)}"
"navigate to (x=-0.53,y=-1.50,yaw=56.4)",182,0,"(x=-0.34,y=1.92,yaw=-109.1)",,,,"rect,0,[0.537, 0.49],(x=-0.68,y=0.39,yaw=114.8)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.53,y=-1.50,yaw=56.4)}"
"navigate to (x=1.03,y=-0.62,yaw=-57.1)",183,0,"(x=0.91,y=0.24,yaw=166.3)",,"rect,1,[0.63, 0.43],(x=-0.32,y=1.88,yaw=-33.4)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.03,y=-0.62,yaw=-57.1)}"
"navigate to (x=-0.22,y=-0.62,yaw=14.8)",184,0,"(x=-0.85,y=-2.22,yaw=15.4)","circle,1,[0.336],(x=1.09,y=0.73,yaw=115.9)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.22,y=-0.62,yaw=14.8)}"
"navigate to (x=0.15,y=0.24,yaw=80.2)",185,0,"(x=-0.38,y=1.23,yaw=-107.4)",,,,"rect,0,[0.607, 0.597],(x=0.84,y=-1.19,yaw=-132.9)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.15,y=0.24,yaw=80.2)}"
"navigate to (x=-0.47,y=0.70,yaw=-81.8)",186,0,"(x=-0.38,y=-1.93,yaw=-152.0)","rect,1,[0.435, 0.475],(x=0.83,y=-0.64,yaw=-42.9)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.47,y=0.70,yaw=-81.8)}"
"navigate to (x=-0.60,y=-1.97,yaw=57.0)",187,0,"(x=-0.03,y=-1.19,yaw=-54.8)",,,,,"rect,0,[0.523, 0.442],(x=-0.47,y=-0.26,yaw=-46.0)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.60,y=-1.97,yaw=57.0)}"
"navigate to (x=-1.07,y=-1.35,yaw=111.4)",188,0,"(x=-0.01,y=-1.79,yaw=36.2)",,,"circle,1,[0.223],(x=0.69,y=1.80,yaw=-142.7)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-1.07,y=-1.35,yaw=111.4)}"
"navigate to (x=-0.71,y=-0.59,yaw=137.0)",189,0,"(x=-0.66,y=-1.72,yaw=-63.8)",,,"rect,1,[0.65, 0.625],(x=0.41,y=-0.93,yaw=15.1)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.71,y=-0.59,yaw=137.0)}"
"navigate to (x=-0.53,y=-0.56,yaw=95.6)",190,0,"(x=-0.30,y=-1.50,yaw=45.5)","circle,0,[0.349],(x=0.36,y=0.87,yaw=-93.6)",,,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.53,y=-0.56,yaw=95.6)}"
"navigate to (x=-0.02,y=-0.00,yaw=6.0)",191,0,"(x=-0.49,y=-0.68,yaw=135.9)",,"rect,1,[0.517, 0.668],(x=0.42,y=1.61,yaw=-21.6)",,,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.02,y=-0.00,yaw=6.0)}"
"navigate to (x=0.86,y=-0.44,yaw=136.5)",192,0,"(x=0.16,y=1.49,yaw=118.9)",,,,,,"rect,0,[0.601, 0.531],(x=-0.93,y=1.53,yaw=63.6)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.86,y=-0.44,yaw=136.5)}"
"navigate to (x=0.30,y=2.03,yaw=93.7)",193,0,"(x=1.03,y=1.16,yaw=-179.5)",,,"rect,1,[0.435, 0.4],(x=-0.88,y=1.12,yaw=125.0)",,,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.30,y=2.03,yaw=93.7)}"
"navigate to (x=0.10,y=-0.82,yaw=-137.6)",194,0,"(x=1.00,y=-0.96,yaw=9.4)",,,,,"rect,1,[0.416, 0.626],(x=-0.23,y=1.85,yaw=-154.7)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.10,y=-0.82,yaw=-137.6)}"
"navigate to (x=0.48,y=1.60,yaw=74.7)",195,0,"(x=0.76,y=-1.99,yaw=-37.4)",,,,,,"circle,1,[0.223],(x=-0.10,y=0.84,yaw=46.7)",,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.48,y=1.60,yaw=74.7)}"
"navigate to (x=0.33,y=-0.20,yaw=17.4)",196,0,"(x=-0.99,y=-0.08,yaw=-137.7)",,,,"rect,0,[0.409, 0.404],(x=-0.55,y=0.65,yaw=-39.4)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=0.33,y=-0.20,yaw=17.4)}"
"navigate to (x=-0.82,y=1.68,yaw=-108.9)",197,0,"(x=-0.71,y=-1.30,yaw=129.6)",,,,"rect,1,[0.403, 0.441],(x=0.93,y=2.10,yaw=13.1)",,,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=-0.82,y=1.68,yaw=-108.9)}"
"navigate to (x=1.03,y=-0.11,yaw=139.7)",198,0,"(x=0.67,y=0.79,yaw=156.7)",,,,,"rect,1,[0.419, 0.456],(x=-0.23,y=-1.81,yaw=150.0)",,,,,,,,,,,,,,,,"{skill:navigate_to, object_id:, goal:(x=1.03,y=-0.11,yaw=139.7)}"
